Custid,BillAmt_1,BillAmt_2,BillAmt_3
1935,13.42,2.55,2.44
1936,14.62,5.03,5.63
1937,4.02,0.83,0.27
1938,18.41,3.42,4.91
1939,12.28,4.44,5.45
1940,16.34,1.78,3.41
1941,9.73,2.79,2.69
1942,9.07,2.13,2.81
1943,24,4.27,12.53
1944,29.44,2.61,5.61
1945,9.67,2.11,2.26
1946,12.27,0.99,2.98
1947,13.65,1.34,6.91
1948,19.09,4.37,19.44
1949,23.46,1.6,4.28
1950,29.62,5.77,18.05
1951,7.25,1.9,1.34
1952,11.77,2.43,3.5
1953,21.08,6.45,6.22
1954,9.59,1.81,5.22
1955,6.89,2.07,3.86
1956,8.34,0.38,2.11
1957,6.67,2.11,2
1958,9.31,10.38,10.89
1959,2.72,0.28,2.05
1960,17.95,5.11,4.22
1961,6.14,1.77,1.46
1962,11.31,3.33,1.86
1963,5.03,0.85,4.34
1964,6.19,1.39,2.35
1965,16.85,8.42,6.04
1966,19.07,6.96,4.81
1967,10.28,1.91,2.89
1968,5.35,1.26,1.69
1969,20.11,3.41,7.41
1970,11.34,3.76,6.67
1971,14.77,2.39,3.6
1972,1.81,2.03,1.93
1973,17.51,0.99,12.56
1974,14.42,0.78,2.97
1975,31.47,6.81,1.59
1976,14.21,0.67,2.19
1977,7.3,1.55,2.16
1978,7.97,2.15,5.51
1979,11.12,1.88,3.21
1980,17.7,1.19,2.23
1981,9.12,3.17,2.57
1982,5.2,3.11,2.86
1983,10.66,2.99,2.29
1984,40.09,10.1,12.53
1985,38.27,5.74,4.13
1986,9.4,2.65,1.46
1987,7.67,1.68,3.59
1988,15.4,3.41,8.1
1989,5.69,2.99,1.85
1990,7.75,2.95,1.48
1991,15.63,6.66,1.27
1992,12.63,2.44,3.4
1993,19.44,0.4,6.03
1994,16.01,2.11,4.23
1995,19.74,2.03,2.11
1996,6.22,3.03,2.21
1997,10.9,3.07,4.73
1998,15.54,3.58,2.84
1999,12.88,3.75,1.92
2000,29.44,7.47,5.38
2001,6.13,3.11,2.62
2002,16.26,7.86,6.24
2003,6.99,5.69,3.21
2004,7.62,1.97,3.7
2005,29.23,3.98,4.97
2006,11.24,3.25,8.89
2007,27.8,4.33,2.86
2008,8.78,2.14,2.1
2009,8.56,1.33,3.51
2010,5.94,1.95,1.63
2011,21.01,4.11,5.08
2012,17.81,4.48,3.61
2013,19.94,3.13,9.15
2014,6.41,2.66,4.25
2015,12.75,3.09,2.94
2016,5.93,2.36,2.71
2017,7.35,0.22,2.43
2018,5.15,1.56,0.82
2019,16.28,3.42,1.6
2020,16.34,5.83,5.31
2021,10.72,2.33,2.42
2022,7.53,1.19,2.02
2023,12.19,5.47,8.46
2024,9.82,2.55,4.12
2025,5.57,2.47,2.59
2026,6.61,2.43,5.13
2027,11.79,5.67,3.35
2028,9.13,0.78,1.65
2029,21.6,1.99,4.07
2030,22.31,4.62,2.95
2031,9.45,2.5,2.95
2032,15.27,5.88,9.07
2033,24.12,16.39,18.44
2034,9.86,3.24,1.45
2035,8,3.26,4.67
2036,13.83,6.2,7.45
2037,15.24,3.44,2.87
2038,32.39,4.05,10.66
2039,6.63,3.1,2.62
2040,13.15,4.17,4.11
2041,5.18,2.99,1.7
2042,9.55,2.45,1.77
2043,16.49,2.76,1.57
2044,3.47,2.8,2.34
2045,15.79,4.9,4.25
2046,6.25,1.04,1.78
2047,6.93,1.28,3.67
2048,5.9,3.61,1.88
2049,3.47,3.14,0.97
2050,21.42,2.86,3.93
2051,10.4,1.87,1.53
2052,17.11,2.46,3.24
2053,10.77,2.58,4.87
2054,12.56,1.33,3.59
2055,34.12,4.25,11.4
2056,6.36,2.67,2.26
2057,10.87,1.47,2.53
2058,12.46,1.5,5.45
2059,14.78,0.66,2.91
2060,15.86,3.46,7.05
2061,9.58,1.17,2.53
2062,0.91,2.66,1.18
2063,5.92,0.97,1.27
2064,8.35,2.71,1.71
2065,14.87,7.16,2.92
2066,7.43,4.84,3.75
2067,13.21,4.95,13.18
2068,5.18,1.33,1.62
2069,5.91,0.81,2.28
2070,15.72,1.95,4.85
2071,11.25,0.77,2.61
2072,17.76,0.84,3.17
2073,1.46,0.16,1
2074,11.69,2.4,3.48
2075,4.28,3,1.12
2076,10.15,2.61,5.6
2077,13.26,2.45,4.76
2078,6.48,1.55,1.13
2079,12.88,2,5.32
2080,4.89,2.46,1.6
2081,25.8,3.46,8.66
2082,9.77,2.93,1.63
2083,15.92,2.58,3.68
2084,9.5,2.58,1.93
2085,12,1.66,6.49
2086,20.09,3.93,6.39
2087,10.73,3.47,0.84
2088,14.15,3.06,1.86
2089,12.59,2.13,6.35
2090,13.11,2.85,2.5
2091,8.27,0.18,2.74
2092,9.32,9.66,9.83
2093,31.55,3.61,5.65
2094,7.88,1.63,1.68
2095,13.12,2.65,7.3
2096,5.46,2.51,1.32
2097,14.74,2,2.88
2098,10.52,3.45,2.51
2099,12.68,2.75,6.11
2100,19.22,3.55,3.8
2101,9.5,12.94,6.87
2102,18.15,2.34,5.69
2103,5.92,2.54,3.48
2104,4.03,5.35,2.79
2105,18.26,3.28,4.87
2106,11.31,2.46,3.42
2107,32.36,6.48,18.01
2108,4.17,0.8,1.43
2109,25.98,3.1,4.32
2110,23.92,3.75,2.59
2111,3.38,1.57,0.98
2112,9.93,0.47,1.72
2113,13.04,6.23,3.97
2114,18.47,3.68,3.26
2115,9.77,3.82,5.81
2116,10.55,3.76,4.87
2117,19.5,3.66,5
2118,11.82,1.85,6
2119,8.92,1.22,4.87
2120,4.87,2.97,1.64
2121,7.06,3.23,1.63
2122,10.33,0.73,2.08
2123,10.17,1.17,3.49
2124,12.8,2.65,3.66
2125,18.58,1.3,3.1
2126,20.65,2.72,4.75
2127,8.48,3.68,5.46
2128,18.87,3.5,10.16
2129,20.54,3.27,9.56
2130,18.96,2.68,7.03
2131,3.19,0.59,0.39
2132,11.23,2.13,2.81
2133,7.33,3.64,1.43
2134,18.41,1.89,3.06
2135,5.21,1.98,1.47
2136,29.31,7.66,6.41
2137,18.08,1.46,2.4
2138,15.07,3.6,6.51
2139,20.01,4.25,4.44
2140,7.53,2.14,2
2141,11.34,0.82,2.01
2142,12.14,4.18,3.61
2143,5.49,3.86,2.35
2144,17.91,2.6,5.94
2145,10.44,1.28,1.31
2146,9.42,0.39,2.23
2147,9.32,2.31,2.87
2148,14.37,2.81,3.86
2149,16.07,3.39,3.04
2150,11.31,2.12,3.56
2151,13.7,0.64,3.52
2152,17.36,3.06,2
2153,17.33,4.53,5.05
2154,8.52,1.83,1.16
2155,13.92,3.21,4.08
2156,16.55,2.33,2.38
2157,8.89,2.94,2.04
2158,2.85,3.79,2.46
2159,6.69,3.59,2.04
2160,16.2,5.43,7.46
2161,4.37,2.05,2.19
2162,9.03,4.15,2.59
2163,15.12,2.42,3.57
2164,10.8,3.5,2.67
2165,10.17,1.71,2.66
2166,24.18,9.16,10.88
2167,9.8,1.26,2.84
2168,10.82,2.78,2.83
2169,11.9,4.21,1.07
2170,19.75,1.91,3.53
2171,24.99,2.41,4.05
2172,27.75,3.58,5.88
2173,13.52,7.25,8.48
2174,12.47,3.82,1.45
2175,2.27,1.87,2.58
2176,25.16,4.77,10.35
2177,1.64,0.73,2.01
2178,8.31,2.72,1.59
2179,5.34,2.68,1.89
2180,6.56,3.68,1.18
2181,14.37,3.22,0.56
2182,19.65,5.21,5.34
2183,23.5,4.45,4.32
2184,11.51,4.02,1.93
2185,7.77,0.64,1.14
2186,21.65,3.25,7.61
2187,14.15,6.45,1.45
2188,27.62,1.71,6.19
2189,6.78,2.09,1.85
2190,29.05,2.57,4.01
2191,7.97,0.57,2.19
2192,13.62,1.37,2.03
2193,13.18,2.89,5.76
2194,6.82,0.72,2.66
2195,29.18,3.68,2.97
2196,9.08,1.69,3.61
2197,6.03,1.33,1.39
2198,11.44,3.28,4.14
2199,6.54,2.78,1.06
2200,12.82,1.92,2.74
2201,3.68,3.25,3.51
2202,8.98,2.84,3.39
2203,10.55,1.71,1.62
2204,4.67,2.77,3.66
2205,26.89,11.81,9.1
2206,5.23,3.16,0.66
2207,14.17,4.29,4.92
2208,13.77,1.64,3.36
2209,11.7,1.95,3.16
2210,12.32,1.56,3.84
2211,9.55,1.93,2.42
2212,11.73,2.15,4.42
2213,8.46,3.77,2.95
2214,25.74,3,9.1
2215,10.12,1.97,3.88
2216,6.82,2.68,2.1
2217,9.64,2.47,3.58
2218,6.69,3.23,1.48
2219,15.23,3.93,2.41
2220,10.17,2.47,1
2221,12.89,3.74,3.4
2222,12.54,0.48,3.15
2223,36.64,3.38,8.23
2224,13.37,2.35,3.5
2225,5.11,2.46,2.39
2226,7.35,2.24,1.2
2227,13.47,3.19,9.77
2228,3.88,0.79,1.49
2229,13.01,2.16,2.23
2230,9.07,2.14,4.43
2231,7.77,1.69,0.6
2232,16.4,2.49,1.97
2233,20.86,2,7.37
2234,14.3,4.89,7.57
2235,8.69,0.99,1.88
2236,4.01,2.32,1.37
2237,15.46,0.33,3.98
2238,9.53,1.43,1.06
2239,9.98,1.41,2.8
2240,11.32,4.1,2.58
2241,19.62,1.33,3.25
2242,18.08,5.8,5.75
2243,5.49,1.86,5.19
2244,10.35,1.93,4.06
2245,8.71,0.83,5.12
2246,7.85,2.34,2.42
2247,14.63,2.82,3.26
2248,10.1,3.4,1.96
2249,12.23,2.2,3.11
2250,11.52,4.25,2.44
2251,21.9,2.34,9
2252,8.41,5.11,3.41
2253,17.55,3.79,4.35
2254,7.75,1.95,1.79
2255,17.39,4.5,2.77
2256,19.31,5.27,5.52
2257,13.31,3.14,2.48
2258,19.34,3.62,3.78
2259,16.75,1.96,4.33
2260,6.39,2.05,1.21
2261,13.14,3.77,2.16
2262,10.99,3.73,4.29
2263,10.96,3.03,3.17
2264,7.37,0.47,2.72
2265,15.63,3.03,3.08
2266,19.48,8.74,13.56
2267,18.23,2.81,3.02
2268,7.07,1.43,1.46
2269,2.19,1.62,2.14
2270,7.46,3.04,2.59
2271,10.54,3.52,2.79
2272,13.17,1.08,4.22
2273,6.67,3.1,1.3
2274,12.58,5.96,4.49
2275,7.87,2.94,1.09
2276,12.17,3.21,3.37
2277,21.01,1.78,4.71
2278,7.52,3.11,2.23
2279,9.19,1.04,1.9
2280,27.69,5.07,7.72
2281,7.38,1.05,3.29
2282,6.81,1.47,3.45
2283,7.55,1.25,2.17
2284,10.46,2.46,2.35
2285,24.99,1.94,6.48
2286,8.99,1.71,2.2
2287,18.38,5.03,5.33
2288,21.32,6.37,6.11
2289,11.44,3.25,1.34
2290,19.61,4.66,8.13
2291,15.27,2.23,3.54
2292,15.93,3.63,2.66
2293,12.22,3.5,2.56
2294,2.89,3.07,1.41
2295,11.12,1.98,3.4
2296,7.8,2.18,1.11
2297,7.02,1.4,2.3
2298,8.05,2.59,0.89
2299,8.35,0.82,3.36
2300,27.5,6.09,5.31
2301,7,0.3,1.38
2302,8.82,0.62,5.71
2303,12.98,2.26,4.65
2304,10.29,1.29,3.86
2305,6.74,3.12,4
2306,7.56,3.29,5.58
2307,10.36,2.43,2.38
2308,3.59,0.55,0.18
2309,11.95,3.62,5.43
2310,4.34,2.39,0.61
2311,13.52,1.95,12.77
2312,10.31,1.97,2.8
2313,6.2,1.78,2.4
2314,6.04,1.25,3.24
2315,13.78,5.5,5.62
2316,7.57,4.25,2.08
2317,12.82,3.84,3.01
2318,15.48,5.49,15.11
2319,5.75,0.56,1.5
2320,11.39,2.66,5.2
2321,4.52,2.79,2.13
2322,14.34,1.17,2.98
2323,15.11,5.01,11.14
2324,21.91,3.31,11.54
2325,22.29,6.47,9.41
2326,12.39,2.79,1.36
2327,22.45,6.28,4.43
2328,3.62,1,2.29
2329,9.49,1.71,2.87
2330,16.18,1.98,2.87
2331,18.52,1.77,9.29
2332,9.49,0.84,4.26
2333,1.84,1.95,0.5
2334,4.1,2.81,2.13
2335,2.62,1.85,1.13
2336,7.23,2.61,1.53
2337,10.72,2.98,4.36
2338,13.05,0.15,2.81
2339,7.52,2.75,2.31
2340,23.7,2.57,7.33
2341,21.5,3.15,3.56
2342,9.71,2.23,2.8
2343,6.26,1.82,2.18
2344,14.54,10.45,8.5
2345,13.89,3.65,3.6
2346,23.93,4.74,7.01
2347,3,1.65,0.66
2348,14.99,1.75,3.77
2349,20,3.94,7.26
2350,13.96,7.84,8.29
2351,14.81,5.83,12.69
2352,24.71,5.49,8.47
2353,3.59,3.71,2.45
2354,12.34,1.36,1.4
2355,12.03,3.28,2.07
2356,8.08,4.47,6.69
2357,6.31,3.59,1.85
2358,16.73,4.07,4.27
2359,7.12,4.57,1.67
2360,12.97,3.55,4.28
2361,28.16,2.83,6.16
2362,6.08,2.41,2.44
2363,15.07,2.36,2.97
2364,21.35,3.58,4.83
2365,5.98,1.48,3.04
2366,10.22,0.78,1.52
2367,8.28,1.08,1.59
2368,18.74,5.01,7.42
2369,19.35,1.13,1.87
2370,5.49,1.83,0.8
2371,11.01,5.41,5.34
2372,2.59,2.1,0.14
2373,11.8,1.2,3.29
2374,25.2,1.73,8.93
2375,8.61,1.72,3.87
2376,11.41,1.59,3.59
2377,14.19,3.25,3.4
2378,4.62,0.31,2.53
2379,6,1.29,1.76
2380,9.06,3.95,2.28
2381,6.91,1.72,1.56
2382,27.48,5.77,6.92
2383,16.74,0.41,6.28
2384,11.19,0.6,3.26
2385,14.93,3.63,3.68
2386,12.37,1.73,2.81
2387,6.33,2.57,1.3
2388,26.16,4.12,5.46
2389,5.35,2.49,2.76
2390,9.33,3.08,2.22
2391,5.81,1.75,2.37
2392,5.87,1.32,2.81
2393,7.62,3.79,4.39
2394,4.95,1.35,0.65
2395,12.51,6.24,2.91
2396,10.12,1.2,3.19
2397,9.15,0.99,2.21
2398,19.12,2.45,1.39
2399,9.64,0.92,1.07
2400,5.56,2.52,1.76
2401,29.86,21.17,12.16
2402,14.27,0.96,5.4
2403,6.11,2.33,3.52
2404,5.63,2.3,2.23
2405,9.61,4.28,4.47
2406,5.11,1.55,1.11
2407,15.92,1.67,7.17
2408,20.57,4.07,10.76
2409,7.98,1.48,1.01
2410,14.58,3,1.81
2411,29.12,9.96,7.01
2412,14.58,7.06,3.45
2413,19.34,2.88,1.8
2414,12.03,1.47,3.03
2415,14.07,1.27,3.49
2416,20.25,2.13,3.86
2417,21.56,4.86,7.5
2418,8.01,0.52,2.83
2419,8.49,0.84,3.7
2420,6.39,2.27,1.89
2421,7.8,2.15,1.47
2422,11.23,1.11,5.83
2423,6.03,1.6,2.24
2424,9.21,1.49,2.74
2425,17.99,2.24,5.64
2426,26.62,17.43,18.36
2427,21.05,3.33,14.18
2428,7.09,3.03,0.76
2429,9.08,2.22,4.1
2430,13.75,2.1,3.36
2431,4.03,0.14,1.68
2432,4.2,1.83,1.15
2433,6.95,2.79,1.81
2434,11.52,2.64,5.04
2435,16.11,7.33,8.81
2436,3.72,1.91,2.45
2437,15.53,4.94,4.89
2438,8.3,3.74,3.63
2439,21.02,7.92,5.11
2440,16.45,2.63,3.8
2441,15.88,3.98,1.82
2442,10.18,1.69,0.79
2443,7.38,2.6,2.77
2444,20.7,8.58,28.64
2445,15.32,5.11,5.64
2446,21.19,2.73,3.85
2447,5.44,1.9,1.58
2448,15.86,2.89,3.37
2449,4.41,1.34,0.48
2450,3.92,2.15,2.78
2451,3.76,1.75,0.69
2452,19.26,2.79,4.2
2453,4.81,1.92,2.26
2454,12.79,2.58,4.6
2455,19.36,7.57,6.35
2456,19.12,1.23,8.75
2457,24.44,3.98,4.52
2458,19.11,3.2,3.28
2459,23.62,5.63,10.39
2460,8.53,2.66,2.33
2461,3.75,1.2,2.12
2462,5.34,1.83,1.75
2463,19.84,3.43,3.14
2464,9.56,0.38,1.96
2465,14.1,2.6,1.07
2466,5.55,2.88,1.18
2467,11.76,2.51,2.84
2468,2.86,1.93,2.2
2469,12.75,7.71,3.83
2470,5.33,1.89,2.38
2471,10.6,3.86,4.55
2472,10.89,2.48,3.69
2473,7.52,1.82,2.47
2474,44.48,15.43,16.13
2475,1.47,2.97,2.84
2476,4.42,1.26,0.7
2477,8.15,3.85,2.18
2478,8.54,1.04,1.95
2479,7.78,2.96,3.22
2480,4.01,0.48,0.89
2481,10.53,4.02,3.07
2482,34.03,8.06,10.92
2483,17.4,5.06,4.1
2484,6.81,2.16,1.17
2485,11.78,1.96,6.02
2486,21.53,2.05,4.63
2487,7.7,1.28,1.27
2488,6.28,1.9,5.33
2489,8.96,1.21,1.92
2490,8.01,2.05,3.15
2491,7.26,1.18,4.66
2492,8.28,2.48,2.3
2493,3.94,2.53,1.33
2494,20.3,7.67,6.71
2495,23.95,4.61,9.11
2496,17.01,2.28,5.26
2497,19.61,3.58,5.46
2498,13.69,4.14,2.45
2499,13.38,1.73,2.65
2500,11.37,1.75,0.99
2501,9.52,1.52,2.56
2502,3.38,1.24,0.5
2503,12.15,1.21,3
2504,29.94,6.08,17
2505,19.1,4.29,4.78
2506,14.84,1.93,6.97
2507,8.75,1.86,2.75
2508,9.71,3.23,5.49
2509,7.52,0.91,2.91
2510,5.23,2.53,1.42
2511,7.53,2.9,1.9
2512,14.07,1.39,10.73
2513,10.53,4.2,1.17
2514,14.15,4.27,2.53
2515,25.71,2.77,5.01
2516,8.42,0.63,4.18
2517,7.44,1.39,1.04
2518,5.11,2.56,2.03
2519,24.83,6.76,8.71
2520,31.77,6,12.24
2521,16.34,1.91,3.69
2522,5.06,1.23,4.63
2523,8.87,2.04,2.24
2524,7.45,2.41,1.45
2525,21.6,3.56,5.93
2526,4.53,0.22,1.82
2527,3.16,1.67,0.41
2528,4.25,0.34,1.99
2529,6.27,0.46,2.43
2530,21.74,9.15,10.41
2531,25.56,9.06,10.27
2532,9.1,2.61,1.1
2533,11.04,3.2,4.81
2534,15.58,3.24,2.84
2535,18.9,5.55,6.29
2536,8.93,1.28,2.84
2537,5,1.87,1.55
2538,10.82,6.04,8.91
2539,7.65,3.61,1.73
2540,7.89,1.59,1.55
2541,18.32,7.55,9.68
2542,10.25,2.75,2.35
2543,21.51,3.19,12.37
2544,31.22,3.9,4.95
2545,10.88,16.75,14.05
2546,18.64,5.48,6.08
2547,7.7,1.48,2.54
2548,14.65,2.55,1.82
2549,16.19,5.6,4.5
2550,19.57,3.9,2.43
2551,2.77,1.89,5.23
2552,15.81,2.04,3.53
2553,13.22,4.42,2.64
2554,9.89,2.26,2.68
2555,16.13,4.59,3.7
2556,12.85,1.31,2.61
2557,7.86,2.77,11.53
2558,21.79,2.17,2.5
2559,16.79,4.85,2.16
2560,5.76,1.69,2.19
2561,5.34,0.41,1.26
2562,12.69,1.07,2.2
2563,5.12,1.31,1.11
2564,9.38,1.9,2.45
2565,26.37,5.15,4.15
2566,27.92,1.9,2.97
2567,18.19,18.59,24.7
2568,7.92,0.67,1.34
2569,22.96,3.37,10.46
2570,4.73,2.25,1.26
2571,23.27,3.58,4.36
2572,7.58,1.58,3.14
2573,11.55,1.33,4.63
2574,5.1,1.86,1.49
2575,7.13,2.97,1.31
2576,7.8,2.83,6.13
2577,18.07,2.97,4.21
2578,15.67,2.79,3.67
2579,15.13,1.39,20.02
2580,16.77,5.21,5.73
2581,9.52,2.08,2.28
2582,13.21,1.89,2.19
2583,9.96,3.77,2.95
2584,6.64,1.64,2.59
2585,11.99,5.34,6.51
2586,8.04,2.06,2.41
2587,6.17,1.42,1.68
2588,25.86,8.57,6.57
2589,16.44,3.64,3.28
2590,3.59,2.69,0.4
2591,6.13,3.05,2.98
2592,27.81,4.55,21.92
2593,35.4,2.75,7.87
2594,17.56,7.54,5.83
2595,22.23,2.68,2.42
2596,8.75,2.77,1.71
2597,7.73,5.9,4.22
2598,15.12,2.82,11.57
2599,21.79,2.6,3.44
2600,21.06,5.1,3.49
2601,10.23,1.86,2.32
2602,19.22,4.01,6.93
2603,8.18,4.3,11.92
2604,18.77,2.69,3.62
2605,19.44,0.97,3.14
2606,19.97,3.13,6.38
2607,6.95,2.65,5.25
2608,8.13,2.7,1.18
2609,18.59,2.92,3.41
2610,10.74,1.14,6.64
2611,20.52,2.23,2.61
2612,14.2,3.39,5.22
2613,7.32,3.33,1.01
2614,12.3,2.18,2.09
2615,13.3,4.16,3.66
2616,18.17,1.11,9.01
2617,18.78,3.78,7.44
2618,7.14,0.76,2.2
2619,6.12,0.56,2.21
2620,4.94,2.46,1.44
2621,18.63,1.9,4.85
2622,7.74,0.76,2.46
2623,8.63,1.13,2.12
2624,6.21,1.61,1.26
2625,6.22,1.23,1.62
2626,8.21,3.05,2.5
2627,6.84,0.64,5.18
2628,14.7,3.58,2.61
2629,10.46,5.27,16.22
2630,25.66,4.04,3.98
2631,15.8,4.27,2.81
2632,15.3,4.61,2.76
2633,21.66,0.49,4.85
2634,11.56,0.77,2.61
2635,14.31,2.26,2.03
2636,16.49,5.13,5.26
2637,4.52,2.77,1.36
2638,17.27,3.19,6.31
2639,11.69,3.5,5.81
2640,18.49,1.66,1.97
2641,11.05,4.27,2.78
2642,8.82,3.05,2.27
2643,20.27,4.44,12.25
2644,31.05,1.02,5.24
2645,10.07,0.55,2.62
2646,10.42,2.96,3.03
2647,13.95,2.69,6.38
2648,18.1,4.2,18.98
2649,26.42,0.32,5.3
2650,28.1,6.52,18.44
2651,3.17,2.29,2.05
2652,11.26,2.43,3.93
2653,19.48,6.89,7.78
2654,9.8,3,4.93
2655,9.39,2.73,3.67
2656,11.17,0.72,2.28
2657,3.97,1.24,1.7
2658,10.74,9.77,11.72
2659,7.25,1.15,2.08
2660,13.76,5.82,3.58
2661,5.23,2.83,1.77
2662,9.88,1.81,1.16
2663,6.16,3.14,5.5
2664,3,2.98,2.25
2665,17.41,7.16,4.76
2666,17.01,6,6.02
2667,9.83,3.81,4.12
2668,8.03,1.21,0.78
2669,22.54,5.71,6.31
2670,11.14,3.65,7.68
2671,16.3,2.77,3.6
2672,2.13,2.19,0.85
2673,16.71,2.18,13.2
2674,12.76,2.75,2.67
2675,32.22,6.58,2.38
2676,11.62,2.86,2.09
2677,10.55,1.19,0.92
2678,8.39,1.59,7.18
2679,12.56,0.73,3.6
2680,15.03,0.98,3.33
2681,5.91,3.46,1.24
2682,8.62,3.13,1.24
2683,11.31,3.49,2.06
2684,39.74,8.76,11.49
2685,33.69,4.17,3.71
2686,7.51,3.39,1.42
2687,9.19,3.06,3.88
2688,15.06,3,8.51
2689,6.58,3.66,3.56
2690,10.36,2.97,2.61
2691,14.55,7.93,1.67
2692,10.54,0.72,3.11
2693,17.04,1.55,4.92
2694,13.12,1.02,2.96
2695,15.02,3.16,1.1
2696,6.42,0.89,2.34
2697,11.01,1.91,3.09
2698,18.71,5.05,1.87
2699,9.87,2.09,2
2700,26.3,7.85,5.37
2701,7.14,5.21,2.2
2702,17.73,9.22,5.83
2703,7.67,4.39,3.59
2704,5.41,0.53,2.28
2705,29.27,4.74,5.26
2706,11.72,3.37,8.53
2707,26.17,4.91,3.03
2708,7.91,1.43,2.1
2709,9.04,3.73,2.11
2710,5.83,1.55,2.3
2711,23.52,1.72,4.37
2712,17.97,3.35,3.14
2713,17.65,3.67,9.11
2714,6.83,2.21,4.51
2715,10.45,1.73,4.05
2716,10.08,3.33,3.25
2717,7.01,2.79,2.88
2718,8.55,2.17,0.67
2719,12.93,3.18,1.76
2720,16.47,5.73,5.67
2721,10.43,1.97,3.04
2722,9.74,2.52,1.76
2723,10.31,4.21,7.17
2724,8.46,1.08,4.53
2725,10.08,2.36,3.03
2726,5.03,3.5,4.47
2727,12.54,3.84,2.59
2728,11.07,3.07,1.94
2729,19.86,2.36,3.52
2730,22.01,3.47,3.12
2731,9.22,4.69,3.59
2732,18.87,8.02,9.48
2733,25.15,15.06,17.62
2734,12.69,2.93,1.98
2735,5.35,2.63,4.8
2736,15.17,6.86,7.86
2737,14.3,2.7,2.97
2738,32.86,5.51,9.74
2739,9.75,2.7,1.45
2740,12.59,3.37,2.74
2741,4.74,0.73,1.99
2742,8,2,1.73
2743,12.36,4.45,1.09
2744,6.88,0.88,0.83
2745,16.57,6.65,5.6
2746,4.15,1.59,1.01
2747,10.75,0.33,3.66
2748,6.92,0.9,1.69
2749,5.66,1.18,1.61
2750,22.6,3.91,5.05
2751,7.12,1.06,2.69
2752,16.1,4.17,1.39
2753,9.61,2.37,4.79
2754,12.33,1.31,2.9
2755,34.54,1.97,10.74
2756,3.98,0.44,1.18
2757,7.07,3.29,2.64
2758,13.06,3.21,6.57
2759,16.37,2.28,3.55
2760,15.88,2.93,7.51
2761,9.71,2.9,2.76
2762,3.8,2.84,1.88
2763,7.68,3.37,1.78
2764,12.91,3.75,1.61
2765,14.84,6.56,3.84
2766,6.25,5.42,3.4
2767,14.82,4.05,13.59
2768,4.37,1.61,1.03
2769,5.78,1.77,1.46
2770,16.02,3.49,5.01
2771,6.76,2.6,1.29
2772,16.16,0.78,3.09
2773,3.68,2.55,0.59
2774,14.92,3.16,4.2
2775,6.82,1.73,0.55
2776,8.91,2.16,5.29
2777,13.15,2.62,4.53
2778,5.3,0.53,1.84
2779,12.22,1.33,4.76
2780,5.16,3.08,2.9
2781,26.79,2.22,7.47
2782,10.81,1.71,2.86
2783,11.55,1.29,3.36
2784,11.05,0.44,2.04
2785,13.61,0.88,4.82
2786,17.45,3.87,6.13
2787,8.38,3.65,1.18
2788,13,3.18,1.77
2789,11.5,4.12,6.16
2790,15.42,2.7,2.54
2791,10.78,1.43,3
2792,10.35,9.85,10.77
2793,33.18,4.31,5.65
2794,8.81,0.29,0.76
2795,12.24,2.83,6.32
2796,6,1.31,2.86
2797,16.3,2.83,3.83
2798,8.02,1.42,2.18
2799,8.47,3.11,5.36
2800,14.92,5.01,3.71
2801,13.67,11.84,5.25
2802,18.06,1.7,5.64
2803,7.93,1.88,2.76
2804,3.53,5.01,1.44
2805,18.86,1.95,4.49
2806,11.67,1.47,3.46
2807,31.39,6.67,18.01
2808,7.48,2.53,1.6
2809,27.97,1.63,3.99
2810,20.27,4.13,3.61
2811,2.33,0.37,1.69
2812,9.54,0.5,1.13
2813,10.24,5.68,4.44
2814,19.6,2.36,3.9
2815,13.65,5.91,5.41
2816,8.72,1.49,3.47
2817,20.01,3.77,4.29
2818,10.09,1.86,4.37
2819,8.56,0.68,4.11
2820,3.77,2.03,1.47
2821,6.32,2.5,1.71
2822,10.47,2.59,2.53
2823,12.55,2.94,2.36
2824,13.92,3.1,3.06
2825,18.59,0.35,3.96
2826,18.59,4.68,3.5
2827,9.05,2.87,4.69
2828,19.22,2.25,10.99
2829,22.68,5.22,8.88
2830,14.73,2.65,6.17
2831,7.02,1.81,1.46
2832,13.81,4.1,1.86
2833,8.79,2.74,2.17
2834,17.21,1.76,4.34
2835,3.11,0.61,2.4
2836,29.18,8.25,7.23
2837,19.9,3.89,2.88
2838,18.64,5.31,5.24
2839,17.37,3.36,4.49
2840,8.45,2.92,2.24
2841,6.68,1.1,2.64
2842,8.18,4.52,3.6
2843,4.93,2.38,2.38
2844,17.59,2.94,5.06
2845,7.84,2.47,1.85
2846,8.49,2.35,2.92
2847,5.39,0.64,1.56
2848,11.29,1.7,4.29
2849,15.05,2.24,2.37
2850,7.91,0.5,3.66
2851,14.4,1.14,3.95
2852,16.87,3.01,2.14
2853,17.01,3.86,4.31
2854,4.76,1.09,1.17
2855,11.96,0.88,2.63
2856,15.43,3.35,3.16
2857,7.06,1.52,1.66
2858,6.3,2.52,1.67
2859,3.33,3.28,2.61
2860,14.5,4.26,8.75
2861,6.29,0.99,1.33
2862,11.05,4.4,3.25
2863,17.14,3.52,3.75
2864,10.97,5.14,2.95
2865,11.5,3.74,2.54
2866,23.56,8.55,11.51
2867,10.37,1.28,1.29
2868,10.65,2.97,3.31
2869,10.7,3.54,2.3
2870,20.95,0.94,3.2
